476,68.51851851851852
480,68.51851851851852
484,68.51851851851852
488,68.51851851851852
756,54.62962962962963
760,54.62962962962963
764,54.62962962962963
1052,132.40740740740742
1056,132.40740740740742
1344,160.1851851851852
1348,160.1851851851852
1352,160.1851851851852
1644,101.85185185185185
1648,101.85185185185185
1652,101.85185185185185
1656,101.85185185185185
1932,90.74074074074075
1936,90.74074074074075
2228,137.96296296296296
2232,137.96296296296296
2236,137.96296296296296
2240,137.96296296296296
2500,143.5185185185185
2504,143.5185185185185
2508,143.5185185185185
2824,118.51851851851852
2828,118.51851851851852
3100,87.96296296296296
3104,87.96296296296296
3108,87.96296296296296
3112,87.96296296296296
3400,104.62962962962963
3404,104.62962962962963
3408,104.62962962962963
3676,135.1851851851852
3680,135.1851851851852
3684,135.1851851851852
3688,135.1851851851852
3692,135.1851851851852
3696,135.1851851851852
3700,135.1851851851852
3976,99.07407407407408
3980,99.07407407407408
3984,99.07407407407408
3988,99.07407407407408
4252,49.074074074074076
4256,49.074074074074076
4260,49.074074074074076
4264,49.074074074074076
4568,-3.7037037037037037
4572,-3.7037037037037037
4576,-3.7037037037037037
4580,-3.7037037037037037
4848,57.407407407407405
4852,57.407407407407405
4856,57.407407407407405
4860,57.407407407407405
4864,57.407407407407405
4868,57.407407407407405
5144,176.85185185185185
5148,176.85185185185185
5152,176.85185185185185
5444,221.2962962962963
5448,221.2962962962963
5452,221.2962962962963
5456,221.2962962962963
5724,112.96296296296296
5728,112.96296296296296
5732,112.96296296296296
5736,112.96296296296296
5740,112.96296296296296
